        A1         A4         A6         A7         A9        A10        A11        A12        A14        A15        A16
 5.329E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  2.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.200E+02  1.400E+02  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  3.200E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  6.024E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.600E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.200E+02  3.552E+03  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  3.600E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  4.701E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  1.210E+02  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+01  4.952E-01  0.000E+00  1.500E+01  1.000E+00
 4.855E-01  3.061E-01  7.634E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  2.110E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.560E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  3.283E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.400E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.500E+02  8.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  7.553E-01  1.400E+01  4.952E-01  6.000E+01  1.580E+02  1.000E+00
 5.329E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  7.553E-01  1.300E+01  4.952E-01  0.000E+00  6.700E+03  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  4.800E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.440E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.630E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  7.634E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.240E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  4.800E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  2.962E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.760E+02  5.370E+02  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.710E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.800E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  9.200E+01  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  2.280E+02  0.000E+00
 4.855E-01  3.061E-01  3.283E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  1.800E+02  2.000E+01  0.000E+00
 5.329E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  1.200E+02  1.100E+01  1.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  6.000E+00  5.070E-01  2.080E+02  3.470E+02  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.020E+02  6.390E+02  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  2.400E+02  1.000E+02  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  5.600E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.900E+01  4.952E-01  0.000E+00  5.000E+02  1.000E+00
 4.855E-01  5.504E-01  7.634E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.480E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  6.024E-01  4.863E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  9.900E+01  5.000E+02  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  8.000E+01  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  1.600E+01  4.952E-01  1.200E+02  2.079E+03  1.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  2.400E+02  4.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.100E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  4.600E+02  6.800E+01  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  5.580E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  4.000E+01  1.000E+00
 4.855E-01  3.061E-01  9.064E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.280E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  7.344E-02  7.553E-01  2.000E+00  5.070E-01  4.000E+02  1.080E+02  0.000E+00
 4.855E-01  3.061E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.200E+02  3.750E+02  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.900E+01  8.370E+02  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  5.070E-01  4.320E+02  8.000E+03  1.000E+00
 4.855E-01  3.061E-01  6.544E-01  5.580E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.320E+02  2.000E+00  0.000E+00
 4.855E-01  5.504E-01  6.024E-01  6.778E-01  8.198E-01  7.553E-01  2.000E+01  4.952E-01  1.520E+02  1.300E+02  0.000E+00
 5.329E-01  3.061E-01  1.528E-01  1.699E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  3.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  2.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  5.263E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  0.000E+00  3.670E+02  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.000E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.520E+02  2.197E+03  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.570E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.000E+02  9.600E+02  1.000E+00
 5.329E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  3.680E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.200E+02  0.000E+00  1.000E+00
 5.329E-01  3.061E-01  3.870E-01  4.570E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  7.553E-01  4.000E+00  4.952E-01  1.600E+02  8.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.080E+02  1.000E+02  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.120E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  1.400E+01  4.952E-01  0.000E+00  1.602E+03  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  0.000E+00  6.780E+02  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+00  5.070E-01  2.000E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  9.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.000E+02  1.212E+03  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.200E+02  1.000E+03  0.000E+00
 5.329E-01  3.061E-01  3.870E-01  4.570E-01  8.198E-01  7.553E-01  1.100E+01  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  3.283E-01  4.701E-01  8.198E-01  7.553E-01  1.100E+01  4.952E-01  3.800E+02  2.732E+03  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  1.210E+03  0.000E+00
 5.329E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  8.000E+01  1.349E+03  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  7.553E-01  2.000E+00  4.952E-01  2.200E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  2.962E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.520E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  0.000E+00  1.000E+01  0.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.400E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  7.553E-01  6.700E+01  5.070E-01  1.400E+02  2.580E+02  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  8.000E+00  4.952E-01  0.000E+00  6.590E+03  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.000E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  3.960E+02  0.000E+00  1.000E+00
 5.329E-01  3.061E-01  9.064E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.640E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.600E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  4.400E+02  1.118E+04  1.000E+00
 5.329E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  7.000E+00  4.952E-01  9.600E+01  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  6.024E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  0.000E+00  5.820E+02  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  0.000E+00  3.800E+01  0.000E+00
 5.329E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.800E+02  1.062E+03  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  2.000E+02  3.000E+02  1.000E+00
 5.329E-01  5.504E-01  6.024E-01  5.263E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  3.750E+02  5.110E+04  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  7.553E-01  2.000E+00  5.070E-01  1.800E+02  1.730E+02  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.880E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  6.400E+02  4.000E+03  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  2.000E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  5.000E+00  4.952E-01  1.760E+02  1.460E+02  0.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.600E+02  3.000E+02  1.000E+00
 5.329E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  8.000E+01  4.200E+01  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  7.300E+01  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  8.800E+01  5.910E+02  1.000E+00
 4.855E-01  3.061E-01  3.870E-01  6.972E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  7.500E+01  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.600E+02  6.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.800E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  1.200E+02  1.000E+03  1.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  4.600E+02  1.600E+01  0.000E+00
 4.855E-01  5.504E-01  6.024E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  4.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  2.740E+02  6.100E+02  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  5.200E+02  2.000E+03  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  4.952E-01  2.000E+02  1.391E+03  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.100E+01  4.952E-01  3.200E+01  5.400E+02  1.000E+00
 5.329E-01  5.504E-01  5.091E-01  6.972E-01  7.344E-02  7.553E-01  3.000E+00  4.952E-01  0.000E+00  3.300E+01  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.000E+02  1.000E+02  0.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.200E+02  5.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.000E+01  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+01  5.070E-01  0.000E+00  1.000E+01  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.780E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.280E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  1.000E+01  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  7.553E-01  6.000E+00  5.070E-01  2.400E+02  3.500E+01  0.000E+00
 5.329E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  1.100E+01  4.952E-01  0.000E+00  3.000E+03  1.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  3.000E+02  1.430E+03  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  4.900E+01  0.000E+00  1.000E+00
 5.329E-01  3.061E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.680E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.000E+02  4.208E+03  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 5.329E-01  3.061E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  2.300E+01  5.070E-01  4.550E+02  1.236E+03  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.800E+02  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  1.528E-01  1.699E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  2.962E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.200E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.570E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.760E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  5.263E-01  8.198E-01  7.553E-01  1.600E+01  4.952E-01  1.170E+02  1.210E+03  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.600E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  2.500E+01  0.000E+00
 5.329E-01  3.061E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  4.000E+00  4.952E-01  0.000E+00  3.210E+02  1.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  5.000E+01  1.187E+03  1.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  8.000E+01  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  9.064E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  5.070E-01  3.950E+02  2.000E+01  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.800E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  0.000E+00  6.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  3.490E+02  2.300E+01  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  1.600E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  3.400E+02  2.803E+03  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  8.198E-01  7.553E-01  9.000E+00  4.952E-01  5.600E+01  7.420E+02  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  6.972E-01  8.198E-01  7.553E-01  1.200E+01  4.952E-01  0.000E+00  7.900E+02  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.600E+01  4.952E-01  0.000E+00  5.000E+03  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  4.000E+02  9.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  4.952E-01  8.000E+01  9.180E+02  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.400E+02  2.000E+00  0.000E+00
 5.329E-01  5.504E-01  3.283E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.400E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  5.263E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.640E+02  4.000E+02  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  9.600E+01  1.900E+01  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  3.200E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  1.000E+01  4.952E-01  2.000E+02  1.800E+01  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  8.000E+01  5.000E+00  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.450E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  1.600E+02  5.860E+03  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  0.000E+00  5.298E+03  1.000E+00
 4.855E-01  5.504E-01  2.962E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.280E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.800E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  6.000E+00  5.070E-01  0.000E+00  1.000E+03  1.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  3.000E+00  0.000E+00
 4.855E-01  3.061E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  7.000E+01  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+00  4.952E-01  8.000E+01  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.700E+01  4.952E-01  2.000E+02  1.208E+03  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  8.000E+01  2.780E+02  1.000E+00
 5.329E-01  3.061E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  7.000E+01  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+01  4.952E-01  1.860E+02  4.700E+03  1.000E+00
 4.855E-01  3.061E-01  6.024E-01  4.863E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.000E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  3.120E+02  0.000E+00  1.000E+00
